Gesture Name,Gesture Number,Sample Number,Acceleration_x,Acceleration_y,Acceleration_z,Rotation_i,Rotation_j,Rotation_k,Rotation_real
zero,0,1,6.878906,-6.820312,-7.261719,1.0,0.0,-2.775557561562892e-17,0.0
zero,0,1,5.968434272727273,-7.579505676767677,-7.8920455252525255,0.9997818693746264,0.016510341494811266,0.0024220781252392984,-0.005862491845982254
zero,0,1,4.956163303030303,-8.37432897979798,-8.653014303030302,0.9993029491519813,0.03299023225788006,0.005373178149513165,-0.011337869801799356
zero,0,1,3.697088242424243,-9.217802818181818,-9.741713515151515,0.9985271510595355,0.049927574238718436,0.008863585830457654,-0.016532231101364078
zero,0,1,1.76408598989899,-10.156289424242424,-11.736347353535352,0.9972769904524265,0.06864676006414808,0.013081352425474538,-0.02161854041879427
zero,0,1,0.7899696161616159,-10.614188616161616,-13.113083757575758,0.9956657091181887,0.08670196156800225,0.017215629793207468,-0.025844143875198605
zero,0,1,0.09114563636363654,-10.983309636363638,-14.266098636363637,0.9937175770175549,0.10507101372183036,0.02133332259211066,-0.029479200197986798
zero,0,1,-0.5378783030303026,-11.38368105050505,-15.31928711111111,0.9914050482916488,0.12407777909649798,0.025437761925660187,-0.03253550815956256
zero,0,1,-1.6052320606060602,-11.969184343434343,-16.946930555555554,0.9885869884278125,0.1432705374454114,0.028984596334076344,-0.03437326643145146
zero,0,1,-1.996094,-12.183594,-17.542969,0.9853689126958233,0.1629872559166534,0.03223822658202668,-0.03521940676660867
zero,0,1,-2.140980363636364,-12.254024828282828,-17.646938424242425,0.981856963751053,0.1827154917221942,0.0351727843525541,-0.0350857918856963
zero,0,1,-2.7460940000000003,-12.54817711111111,-18.081163666666665,0.9781456819589995,0.20151869107099882,0.03763193365400481,-0.03365992394350577
zero,0,1,-4.006983999999999,-12.191288181818182,-18.14607012121212,0.9657088484894587,0.25147325567235845,0.045733957327595755,-0.019542844037864705
zero,0,1,-5.111584757575757,-11.788273858585859,-18.184935040404042,0.9556233419284826,0.2895114995720089,0.05248101013570327,-0.006053556196724522
zero,0,1,-5.8973331919191905,-11.457465737373738,-18.288154757575757,0.9503290990706595,0.30602017772847295,0.056342548068427215,0.0040204267305656355
zero,0,1,-6.987097848484849,-10.841145575757576,-18.618726454545456,0.9446323299345488,0.32175556341940087,0.060651069959429725,0.01720169106674242
zero,0,1,-9.172861676767674,-9.64622787878788,-18.563565353535353,0.9392116517731125,0.3354285299345051,0.06473117937073165,0.0312778572749363
zero,0,1,-11.422743353535353,-8.620660222222222,-18.192984282828284,0.9321158590486258,0.35048973177955794,0.06999414205569499,0.052399225569613544
zero,0,1,-12.316406727272726,-8.867188,-17.498224181818184,0.9200496950716318,0.37223262038589,0.07881360213762893,0.0915515416393051
