Posture Name,Posture Number,Flex_1,Flex_2,Flex_3,Flex_4,Flex_5,Flex_6,Flex_7,Flex_8
point_finger,1,928.0089989,848.6759142,0.0,843.373494,850.1628664,1000.0,204.7413793,475.4797441
point_finger,1,1000.0,1000.0,0.0,965.3614458,851.7915309,903.2967033,349.137931,742.0042644
point_finger,1,1000.0,1000.0,0.0,909.6385542,820.8469055,876.9230769,734.9137931,660.9808102
point_finger,1,1000.0,1000.0,0.0,906.626506,827.3615635,857.1428571,885.7758621,686.5671642
point_finger,1,993.2508436,1000.0,0.0,914.1566265,822.47557,854.9450549,441.8103448,667.3773987
point_finger,1,1000.0,1000.0,0.0,868.9759036,811.0749186,839.5604396,349.137931,654.5842217
point_finger,1,1000.0,1000.0,0.0,865.9638554,804.5602606,767.032967,446.1206897,654.5842217
point_finger,1,942.632171,1000.0,0.0,843.373494,938.1107492,789.010989,706.8965517,1000.0
point_finger,1,949.3813273,1000.0,0.0,819.2771084,882.7361564,980.2197802,534.4827586,889.1257996
point_finger,1,1000.0,1000.0,336.749634,1000.0,776.8729642,731.8681319,793.1034483,541.5778252
point_finger,1,1000.0,1000.0,21.96193265,965.3614458,822.47557,762.6373626,0.0,560.7675906
point_finger,1,942.632171,1000.0,0.0,885.5421687,912.0521173,918.6813187,0.0,863.5394456
point_finger,1,977.5028121,1000.0,0.0,771.0843373,879.4788274,898.9010989,633.6206897,886.9936034
point_finger,1,857.1428571,1000.0,0.0,643.0722892,842.019544,896.7032967,278.0172414,776.119403
point_finger,1,953.8807649,1000.0,0.0,804.2168675,861.5635179,1000.0,547.4137931,889.1257996
point_finger,1,929.1338583,1000.0,0.0,759.0361446,842.019544,883.5164835,547.4137931,914.7121535
point_finger,1,906.6366704,1000.0,0.0,754.5180723,845.276873,907.6923077,575.4310345,835.8208955
point_finger,1,914.5106862,1000.0,0.0,756.0240964,830.6188925,894.5054945,0.0,857.1428571
point_finger,1,904.3869516,1000.0,0.0,728.9156627,809.4462541,896.7032967,0.0,820.8955224
point_finger,1,876.2654668,1000.0,0.0,840.3614458,931.5960912,989.010989,737.0689655,897.6545842
point_finger,1,872.8908886,1000.0,0.0,837.3493976,923.4527687,874.7252747,176.7241379,820.8955224
point_finger,1,849.2688414,1000.0,0.0,873.4939759,982.0846906,887.9120879,827.5862069,1000.0
point_finger,1,970.7536558,1000.0,0.0,981.9277108,902.2801303,830.7692308,43.10344828,961.6204691
point_finger,1,906.6366704,1000.0,0.0,893.0722892,908.7947883,914.2857143,512.9310345,906.1833689
point_finger,1,883.0146232,1000.0,0.0,864.4578313,887.6221498,903.2967033,120.6896552,891.2579957
point_finger,1,905.511811,1000.0,0.0,853.9156627,869.7068404,879.1208791,0.0,884.8614072
point_finger,1,915.6355456,1000.0,0.0,849.3975904,859.9348534,835.1648352,176.7241379,865.6716418
point_finger,1,966.2542182,1000.0,0.0,801.2048193,778.5016287,804.3956044,603.4482759,848.6140725
point_finger,1,931.3835771,1000.0,0.0,838.8554217,801.3029316,791.2087912,450.4310345,825.1599147
point_finger,1,921.2598425,1000.0,172.7672035,850.9036145,814.3322476,617.5824176,650.862069,720.6823028
point_finger,1,915.6355456,1000.0,163.9824305,817.7710843,815.9609121,731.8681319,653.0172414,788.91258
point_finger,1,805.3993251,1000.0,0.0,873.4939759,897.3941368,883.5164835,129.3103448,914.7121535
point_finger,1,816.647919,1000.0,0.0,850.9036145,887.6221498,870.3296703,84.05172414,904.0511727
point_finger,1,823.3970754,1000.0,0.0,843.373494,877.8501629,850.5494505,0.0,895.5223881
point_finger,1,822.272216,1000.0,0.0,832.8313253,869.7068404,846.1538462,0.0,886.9936034
point_finger,1,831.2710911,1000.0,0.0,834.3373494,868.0781759,832.967033,0.0,880.5970149
point_finger,1,844.7694038,1000.0,0.0,816.2650602,869.7068404,835.1648352,0.0,880.5970149
point_finger,1,868.3914511,1000.0,0.0,807.2289157,856.6775244,852.7472527,1000.0,848.6140725
point_finger,1,920.1349831,1000.0,0.0,731.9277108,850.1628664,885.7142857,245.6896552,842.217484
point_finger,1,938.1327334,1000.0,0.0,710.8433735,837.1335505,879.1208791,0.0,816.6311301
point_finger,1,940.3824522,1000.0,0.0,704.8192771,833.8762215,876.9230769,172.4137931,808.1023454
point_finger,1,938.1327334,1000.0,0.0,692.7710843,828.990228,876.9230769,859.9137931,786.7803838
point_finger,1,939.2575928,1000.0,0.0,686.746988,832.247557,872.5274725,0.0,784.6481876
point_finger,1,938.1327334,1000.0,0.0,679.2168675,824.1042345,863.7362637,0.0,773.9872068
point_finger,1,935.8830146,1000.0,0.0,673.1927711,817.5895765,865.9340659,25.86206897,765.4584222
point_finger,1,928.0089989,1000.0,0.0,689.7590361,833.8762215,850.5494505,961.2068966,742.0042644
point_finger,1,931.3835771,1000.0,0.0,682.2289157,820.8469055,883.5164835,644.3965517,724.9466951
point_finger,1,933.6332958,1000.0,0.0,674.6987952,815.9609121,852.7472527,288.7931034,722.8144989
point_finger,1,932.5084364,1000.0,0.0,676.2048193,825.732899,872.5274725,0.0,742.0042644
point_finger,1,943.7570304,1000.0,0.0,858.4337349,872.9641694,874.7252747,0.0,867.803838
point_finger,1,955.0056243,1000.0,5.856515373,844.8795181,835.504886,887.9120879,471.9827586,953.0916844
point_finger,1,889.7637795,1000.0,0.0,792.1686747,838.762215,861.5384615,60.34482759,899.7867804
point_finger,1,889.7637795,1000.0,0.0,780.1204819,827.3615635,846.1538462,476.2931034,886.9936034
point_finger,1,899.8875141,1000.0,0.0,765.060241,827.3615635,865.9340659,176.7241379,882.7292111
point_finger,1,953.8807649,1000.0,0.0,748.4939759,837.1335505,883.5164835,228.4482759,861.4072495
point_finger,1,980.8773903,1000.0,0.0,736.4457831,902.2801303,905.4945055,0.0,848.6140725
point_finger,1,977.5028121,1000.0,0.0,721.3855422,885.9934853,846.1538462,88.36206897,837.9530917
point_finger,1,971.8785152,1000.0,0.0,721.3855422,885.9934853,828.5714286,758.6206897,816.6311301
point_finger,1,967.3790776,1000.0,0.0,713.8554217,877.8501629,837.3626374,900.862069,810.2345416
point_finger,1,962.87964,1000.0,0.0,715.3614458,876.2214984,843.956044,918.1034483,805.9701493
point_finger,1,958.3802025,1000.0,0.0,709.3373494,876.2214984,843.956044,842.6724138,801.7057569
point_finger,1,956.1304837,1000.0,0.0,703.313253,876.2214984,854.9450549,931.0344828,799.5735608
point_finger,1,953.8807649,1000.0,0.0,703.313253,871.3355049,854.9450549,812.5,799.5735608
point_finger,1,955.0056243,1000.0,0.0,704.8192771,871.3355049,852.7472527,691.8103448,795.3091684
point_finger,1,955.0056243,1000.0,0.0,712.3493976,868.0781759,839.5604396,631.4655172,793.1769723
point_finger,1,853.768279,969.7351828,64.42166911,787.6506024,776.8729642,925.2747253,959.0517241,729.2110874
point_finger,1,804.2744657,924.3379571,67.34992679,751.5060241,778.5016287,934.0659341,991.3793103,686.5671642
point_finger,1,797.5253093,935.6872636,111.2737921,777.1084337,825.732899,870.3296703,982.7586207,654.5842217
point_finger,1,856.0179978,910.4665826,130.3074671,792.1686747,840.3908795,698.9010989,1000.0,631.130064
point_finger,1,898.7626547,1000.0,588.579795,906.626506,913.6807818,804.3956044,991.3793103,773.9872068
point_finger,1,888.6389201,1000.0,541.727672,896.0843373,908.7947883,806.5934066,967.6724138,795.3091684
point_finger,1,879.640045,1000.0,434.8462665,884.0361446,889.2508143,745.0549451,859.9137931,784.6481876
point_finger,1,877.3903262,1000.0,386.5300146,875.0,874.5928339,723.0769231,838.362069,763.326226
point_finger,1,884.1394826,1000.0,322.1083455,867.4698795,863.1921824,714.2857143,834.0517241,761.1940299
point_finger,1,883.0146232,1000.0,311.8594436,859.939759,861.5635179,707.6923077,821.1206897,733.4754797
point_finger,1,887.5140607,1000.0,307.4670571,858.4337349,856.6775244,709.8901099,834.0517241,714.2857143
point_finger,1,901.0123735,1000.0,310.3953148,853.9156627,850.1628664,696.7032967,864.2241379,686.5671642
point_finger,1,926.8841395,912.9886507,462.6647145,796.686747,832.247557,637.3626374,1000.0,484.0085288
point_finger,1,875.1406074,914.2496847,0.0,819.2771084,850.1628664,764.8351648,150.862069,607.6759062
point_finger,1,867.2665917,914.2496847,0.0,808.7349398,842.019544,769.2307692,68.96551724,616.2046908
point_finger,1,899.8875141,916.7717528,0.0,769.5783133,814.3322476,749.4505495,0.0,601.2793177
point_finger,1,893.1383577,911.7276166,0.0,759.0361446,809.4462541,723.0769231,599.137931,599.1471215
point_finger,1,888.6389201,909.2055485,0.0,746.9879518,806.1889251,714.2857143,640.0862069,586.3539446
point_finger,1,885.264342,910.4665826,0.0,742.4698795,801.3029316,712.0879121,672.4137931,597.0149254
point_finger,1,884.1394826,936.9482976,0.0,736.4457831,799.6742671,709.8901099,0.0,635.3944563
point_finger,1,885.264342,945.7755359,0.0,731.9277108,801.3029316,709.8901099,0.0,643.9232409
point_finger,1,946.0067492,896.5952081,5.856515373,897.5903614,939.7394137,1000.0,189.6551724,663.1130064
point_finger,1,940.3824522,807.0617907,0.0,905.1204819,925.0814332,1000.0,45.25862069,714.2857143
point_finger,1,889.7637795,866.3303909,0.0,882.5301205,962.5407166,1000.0,635.7758621,823.0277186
point_finger,1,921.2598425,854.9810845,0.0,867.4698795,903.9087948,1000.0,217.6724138,756.9296375
point_finger,1,1000.0,1000.0,24.89019034,1000.0,838.762215,824.1758242,752.1551724,1000.0
point_finger,1,1000.0,1000.0,0.0,965.3614458,828.990228,879.1208791,459.0517241,874.2004264
point_finger,1,1000.0,1000.0,0.0,944.2771084,845.276873,837.3626374,812.5,846.4818763
point_finger,1,1000.0,1000.0,0.0,924.6987952,833.8762215,841.7582418,885.7758621,825.1599147
point_finger,1,1000.0,1000.0,0.0,950.3012048,838.762215,846.1538462,706.8965517,705.7569296
point_finger,1,1000.0,1000.0,29.28257687,975.9036145,853.4201954,920.8791209,997.8448276,878.4648188
point_finger,1,996.6254218,982.3455233,0.0,814.7590361,933.2247557,1000.0,1000.0,1000.0
point_finger,1,995.5005624,977.3013871,0.0,813.253012,929.9674267,1000.0,1000.0,1000.0
point_finger,1,1000.0,965.9520807,0.0,832.8313253,913.6807818,986.8131868,864.2241379,1000.0
point_finger,1,1000.0,993.6948298,0.0,849.3975904,889.2508143,907.6923077,573.2758621,985.0746269
point_finger,1,1000.0,960.9079445,0.0,850.9036145,866.4495114,914.2857143,577.5862069,946.6950959
point_finger,1,1000.0,938.2093317,0.0,844.8795181,850.1628664,918.6813187,590.5172414,938.1663113
point_finger,1,1000.0,912.9886507,0.0,825.3012048,828.990228,901.0989011,590.5172414,914.7121535
point_finger,1,988.7514061,890.2900378,0.0,819.2771084,806.1889251,892.3076923,616.3793103,874.2004264
point_finger,1,966.2542182,861.2862547,0.0,795.1807229,783.3876221,890.1098901,702.5862069,842.217484
point_finger,1,919.0101237,804.5397226,0.0,742.4698795,778.5016287,903.2967033,765.0862069,827.2921109
point_finger,1,791.9010124,696.0907945,0.0,728.9156627,872.9641694,978.021978,769.3965517,810.2345416
