Gesture Name,Gesture Number,Sample Number,Acceleration_x,Acceleration_y,Acceleration_z,Rotation_i,Rotation_j,Rotation_k,Rotation_real
slide_right,1,1,34.105469,-12.058594,4.605469,1.0,-5.551115123125783e-17,3.469446951953614e-18,0.0
slide_right,1,1,35.390625,-10.902344,4.667969,0.9993753376581775,0.03289416586913546,-0.009228245958724051,0.009041449491233495
slide_right,1,1,32.234375,-11.40625,3.566406,0.9972755475140496,0.07030282549637713,-0.014283861124553373,0.017174584977600632
slide_right,1,1,29.859375,-13.046875,2.867188,0.9927031352165036,0.11689753290143598,-0.014909097393438871,0.025557209311558967
slide_right,1,1,27.847656,-15.757812,2.875,0.9736393494395499,0.22479556894331681,-0.0016861806950598196,0.03860733351377695
slide_right,1,1,15.796875,-26.753906,5.746094,0.9588054487348512,0.28082553726217957,0.011020980971051088,0.04132392861532647
slide_right,1,1,10.105469,-31.375,5.484375,0.9141136573694163,0.40148725772442434,0.04322625111413108,0.03654715461221272
slide_right,1,1,-6.800781,-40.601562,-0.109375,0.8557076201795091,0.51261562055859,0.0659020114840686,0.025428708351123413
slide_right,1,1,-9.765625,-42.511719,-2.09375,0.785093950972307,0.6146201322043877,0.07523142585595488,0.014484950791550662
slide_right,1,1,-13.171875,-46.929688,-4.078125,0.7507593648950652,0.6560525739829058,0.0768140272102022,0.0074162939877391795
slide_right,1,1,-23.101562,-47.496094,-8.117188,-0.716672124082501,-0.6929870220568107,-0.07837362328224105,0.0027620639968316016
slide_right,1,1,-26.183594,-37.898438,-10.574219,-0.6838273028636037,-0.7249620050015639,-0.08097288038556362,0.015928082259545957
slide_right,1,1,-27.625,-14.355469,-13.851562,-0.6547691722020006,-0.7504193700559201,-0.08526709387908603,0.02962470050816034
slide_right,1,1,-35.230469,2.746094,-11.8125,-0.6327574041124264,-0.7682567992142985,-0.08896836505187858,0.03852516089389132
slide_right,1,1,-35.230469,2.746094,-11.8125,-0.6181218581162389,-0.7799512161680016,-0.08973141909936334,0.039366754290871095
slide_right,1,1,-29.914062,-1.28125,-12.339844,-0.6107232730368584,-0.7864401510360494,-0.08648542668370943,0.03239202958876405
slide_right,1,1,-11.109375,2.429688,-10.8125,-0.6108981384173252,-0.7892332168858326,-0.06251887891943146,0.002404915995241782
slide_right,1,1,-9.480469,3.679688,-8.757812,-0.6138171046385464,-0.7872512607015172,-0.05885543021876986,0.00023002344918662
slide_right,1,1,-12.839844,4.078125,-3.640625,-0.6174126139411082,-0.7846104479231001,-0.056455804068575276,-0.0009226826598645175
slide_right,1,1,-12.816406,3.695312,-2.914062,-0.6215507364632108,-0.7814752251579227,-0.05444665258971698,-0.0025916188355805917
slide_right,1,1,-11.09375,2.867188,-2.339844,-0.6259951358196237,-0.7780428055354895,-0.0524102248555814,-0.0057141066863129735
slide_right,1,1,-6.316406,1.632812,-1.734375,-0.6303888055704665,-0.7745643577758258,-0.05068528479147754,-0.009539988488983957
slide_right,1,1,-6.316406,1.632812,-1.734375,-0.6352763181233335,-0.7705893712533881,-0.04937246119023747,-0.013355920746529443
slide_right,1,1,-3.335938,0.808594,-1.480469,-0.645380101002626,-0.7620491235925452,-0.04951047413567575,-0.017730522060405922
slide_right,1,1,-3.308594,0.3125,-0.484375,-0.6545513997428395,-0.7540072579712532,-0.051729985752508895,-0.018961239289840767
slide_right,1,1,-3.308594,0.3125,-0.484375,-0.6588266446754809,-0.7501891118216947,-0.0527146796561345,-0.01961915692825113
slide_right,1,1,-2.609375,0.175781,-0.207031,-0.6619569899167624,-0.7473728382879927,-0.05305550388156,-0.020782146125050797
slide_right,1,1,-1.859375,0.28125,0.558594,-0.6650742525179911,-0.7445541533184505,-0.053023618191660814,-0.0224465437817381
slide_right,1,1,-1.261719,0.503906,1.046875,-0.6688357768279041,-0.74112375054011,-0.052838257600025494,-0.024544012593057208
slide_right,1,1,-0.085938,0.875,1.546875,-0.6725179041896933,-0.7377176710396913,-0.052441312344221246,-0.027243625670825146
slide_right,1,1,0.289062,0.300781,1.621094,-0.6798851573121211,-0.7307470673997818,-0.05177145270611346,-0.03293346380188102
slide_right,1,1,-0.332031,0.292969,1.230469,-0.6865168220022079,-0.7243052947510004,-0.0512085629813649,-0.038133662046005615
slide_right,1,1,-1.605469,-0.324219,1.339844,-0.6899186238104205,-0.7209508780745658,-0.050648735434040595,-0.04094910892779762
slide_right,1,1,-2.769531,-1.097656,1.578125,-0.6934812285157163,-0.7174243920002144,-0.049582067064403115,-0.04390496651947731
slide_right,1,1,-3.730469,-1.839844,1.761719,-0.6982485069196565,-0.7126828291476609,-0.047595004813124286,-0.04761221628316564
slide_right,1,1,-4.75,-2.09375,1.40625,-0.7031657420510397,-0.7077542244338741,-0.04448603281085789,-0.05160319647625762
slide_right,1,1,-4.609375,-1.824219,1.261719,-0.7093049372444802,-0.7015087608457342,-0.040119420542357086,-0.056235189629199364
slide_right,1,1,-4.027344,-1.824219,1.214844,-0.7163307593859418,-0.6942100773329337,-0.034910917263157745,-0.061023270502385325
slide_right,1,1,-3.0,-2.011719,1.214844,0.7416665280076564,0.6664162611658271,0.01562936603189938,0.07467162114397259
slide_right,1,1,-3.160156,-2.171875,1.039062,0.7508234578169671,0.6558151930182021,0.009589774478633361,0.07796540273557342
slide_right,1,1,-3.160156,-2.171875,1.039062,0.7611283073724745,0.6435743390186739,0.004274352281506333,0.08048291610995854
slide_right,1,1,-3.515625,-1.804688,0.242188,0.7724589990629458,0.62978725845601,0.0004320360559615493,0.08170016645014407
slide_right,1,1,-4.03125,-1.882812,0.796875,0.7944020202735811,0.6018694153632191,-0.004503237575900186,0.08159876155263934
slide_right,1,1,-1.980469,-1.5625,0.648438,0.8044771526605482,0.5883156489384195,-0.007198710713725809,0.08154377122382514
slide_right,1,1,-1.980469,-1.5625,0.648438,0.8149962595512785,0.5736381222884002,-0.010197979259248976,0.08134127361857243
slide_right,1,1,-0.304688,-1.371094,0.242188,0.8244556964653887,0.5599600955716639,-0.01280402509451899,0.08095401703759171
slide_right,1,1,-0.304688,-1.371094,0.242188,0.8341479613110827,0.5454950264432461,-0.015031531053074056,0.08004003898329291
slide_right,1,1,0.3125,-0.886719,-0.125,0.8522023570468737,0.5171490717482197,-0.018113559264307633,0.0773296786782784
slide_right,1,1,0.359375,-0.75,-0.535156,0.8610666032811956,0.5024646994749327,-0.019115364727017626,0.07568443252547245
slide_right,1,1,0.082031,-0.835938,-0.773438,0.8694747615032008,0.4880137364768393,-0.019558594084361388,0.07398441400936608
slide_right,1,1,-0.71875,-1.496094,-0.277344,0.8784195542820986,0.472051175066424,-0.01949132211883222,0.07188089548209252
slide_right,1,1,-0.5,-1.738281,0.039062,0.8868982698933637,0.4562549197951339,-0.019511771375323016,0.06972946149721324
slide_right,1,1,-0.046875,-1.671875,0.152344,0.9008195704395077,0.42857517570025494,-0.021240497443052144,0.06630431022978915
slide_right,1,1,1.300781,-1.578125,-0.144531,0.9072763925490991,0.41494347769462,-0.02280346637712765,0.06443182259547385
slide_right,1,1,2.289062,-1.65625,-0.589844,0.9188599196568064,0.38920123807676515,-0.025322657534352255,0.0598131034406219
slide_right,1,1,2.203125,-1.429688,-0.667969,0.9299200820988264,0.3629062322460913,-0.026361608367504334,0.05341135750508936
slide_right,1,1,2.117188,-1.351562,-0.621094,0.9350032302608663,0.3501167271521272,-0.02648806090975393,0.04985598659408474
slide_right,1,1,2.210938,-1.210938,-0.726562,0.9438383900386369,0.32657552499940273,-0.026358853941054507,0.042693451249024066
slide_right,1,1,2.171875,-1.179688,-0.691406,0.9475653656592002,0.3160777425410502,-0.026046138533306975,0.03919613680968419
slide_right,1,1,2.171875,-1.179688,-0.691406,0.9513338281849152,0.305048303511345,-0.025557273331043965,0.035444402319226076
slide_right,1,1,2.226562,-1.105469,-0.757812,0.9545678440744915,0.2952404161759692,-0.02483325164130479,0.031884750714684426
slide_right,1,1,2.640625,-0.929688,-0.757812,0.9604819688410051,0.27631008042678196,-0.02267526488239194,0.024758015840634674
slide_right,1,1,2.679688,-0.855469,-0.710938,0.96538032280572,0.2594863877094738,-0.019406828233048935,0.018194008655203125
slide_right,1,1,2.566406,-0.933594,-0.75,0.9676965056629189,0.25107394713141595,-0.017395378494696728,0.014924704575090375
slide_right,1,1,2.484375,-1.003906,-0.828125,0.9718219716463904,0.2351610722816317,-0.013356671684857194,0.00910630716474433
slide_right,1,1,2.367188,-1.035156,-0.820312,0.9737243145474608,0.22735721026189454,-0.011342750511672843,0.0064031407790536045
slide_right,1,1,2.277344,-0.820312,-0.628906,0.9754210161778825,0.22010295438838506,-0.009605605060751414,0.004032743412184711
slide_right,1,1,2.4375,-0.875,-0.550781,0.9768396167654692,0.2138106965498439,-0.00807432165826024,0.0020382561470171346
slide_right,1,2,20.25,-13.171875,2.011719,1.0,0.0,-6.938893903907228e-18,1.3877787807814457e-17
slide_right,1,2,19.582031,-12.558594,2.410156,0.9994403496322894,0.03182483792372067,0.001507828224108825,0.010192824538014676
slide_right,1,2,19.015625,-12.496094,2.355469,0.997578660612364,0.06644098627664857,0.001387118950187923,0.02050578295130351
slide_right,1,2,18.21875,-12.691406,2.15625,0.9939980205370038,0.10480747396918785,-0.0007210014818891678,0.03134978031149821
slide_right,1,2,17.382812,-12.976562,1.996094,0.9882836918417293,0.14645188359958095,-0.004335971534067506,0.04275967236395123
slide_right,1,2,16.816406,-13.1875,2.074219,0.9802569135370626,0.18995441462099366,-0.008044021476976705,0.05430467334645608
slide_right,1,2,15.460938,-14.054688,2.953125,0.9689904848176528,0.23781703762116027,-0.010447513892288058,0.06626723476512678
slide_right,1,2,13.507812,-15.882812,4.042969,0.9551529194074312,0.2857228014910427,-0.010470507104339357,0.07704381699104491
slide_right,1,2,7.726562,-21.605469,8.347656,0.9378682491710895,0.33599696654981914,-0.008380840152133596,0.08624933150129077
slide_right,1,2,1.652344,-25.292969,9.273438,0.8682531792693976,0.4860298096703394,0.0008597280095392649,0.0995525070912166
slide_right,1,2,-8.433594,-33.683594,6.699219,0.8387280566452043,0.5351704262452737,-0.00024169042150661734,0.10063698850000986
slide_right,1,2,-11.550781,-36.78125,3.65625,-0.7757761781953563,-0.6230536033483597,0.010500076564601814,-0.09932410126131994
slide_right,1,2,-18.328125,-31.570312,-3.914062,-0.7121309515359765,-0.696235502266014,0.01902705663521892,-0.08811131802814169
slide_right,1,2,-20.933594,-25.320312,-5.875,-0.6845343629361192,-0.7244669911920143,0.019218520534411608,-0.07868248281097805
slide_right,1,2,-24.101562,-19.644531,-5.585938,-0.6597305568991454,-0.7482671716773498,0.017209585051314317,-0.06749564627355464
slide_right,1,2,-39.480469,-0.1875,-8.855469,-0.6250644521556068,-0.7788815252902357,0.01081592570696517,-0.050209719816669676
slide_right,1,2,-32.832031,-0.460938,-13.386719,-0.6247161583882911,-0.7789471862659427,0.012666328353259248,-0.05301477702484457
slide_right,1,2,-26.519531,-0.390625,-14.457031,-0.6286549278934814,-0.7752233325882872,0.016717697154733452,-0.05951709710490221
slide_right,1,2,-21.023438,-0.085938,-13.421875,-0.6344466272510634,-0.7697998103136954,0.021099779082100825,-0.0666372908620663
slide_right,1,2,-18.191406,0.75,-10.496094,-0.6412937969549711,-0.7634356448074312,0.024619256691794884,-0.07281603137003113
slide_right,1,2,-16.101562,2.75,-4.480469,-0.6500848410767665,-0.755361081246388,0.02719215700811473,-0.07797386060551786
slide_right,1,2,-15.851562,2.945312,-2.597656,-0.6594196794720473,-0.7467979784717954,0.028360473831612987,-0.0815729685586405
slide_right,1,2,-15.851562,2.945312,-2.597656,-0.670510397397501,-0.7365526250592094,0.028275664795548102,-0.08430020332480137
